cell_cycle_GO:0007049,extracellular_matrix_GO:0031012,epithelial_to_mesencyhmal_transition_GO:0001837,lipid_catabolic_process_GO:0016042,canonical_glycolysis_GO:0061621,glycolytic_process_GO:0006096,glucose_catabolic_process_GO:0006007,tricarboxylic_acid_cycle_GO:0006099,oxidative_phosphorylation_GO:0006119,fatty_acid_oxidation_GO:0019395,regulation_of_pyruvate_kinase_activity_GO.1903301,regulation_of_glucose_catabolic_process_to_lactate_via_pyruvate_GO.1904023,regulation_of_lipid_storage_GO.0010883,fatty_acid_homeostasis_GO.0055089,glucose_transmembrane_transport_GO.1904659,long-chain_fatty_acid_import_into_cell_GO.0044539,malonyl-CoA_metabolic_process_GO.2001293,response_to_unfolded_protein_GO.0006986,cellular_response_to_hypoxia_GO.0071456,response_to_type_I_interferon_GO.0034340
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rb1,,,,,,,,,,,,,,,,,,,
Rnf8,,,,,,,,,,,,,,,,,,,
Zbtb49,,,,,,,,,,,,,,,,,,,
Zbtb49,,,,,,,,,,,,,,,,,,,
Rps6kb1,,,,,,,,,,,,,,,,,,,
Rps6kb1,,,,,,,,,,,,,,,,,,,
Rps6kb1,,,,,,,,,,,,,,,,,,,
Cry1,,,,,,,,,,,,,,,,,,,
Rpa2,,,,,,,,,,,,,,,,,,,
Rpa2,,,,,,,,,,,,,,,,,,,
Dapk3,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Birc5,,,,,,,,,,,,,,,,,,,
Ubr2,,,,,,,,,,,,,,,,,,,
Ubr2,,,,,,,,,,,,,,,,,,,
Ubr2,,,,,,,,,,,,,,,,,,,
Capn3,,,,,,,,,,,,,,,,,,,
Pds5a,,,,,,,,,,,,,,,,,,,
Pds5a,,,,,,,,,,,,,,,,,,,
Ttyh1,,,,,,,,,,,,,,,,,,,
Wnt5a,,,,,,,,,,,,,,,,,,,
Wnt4,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Stil,,,,,,,,,,,,,,,,,,,
Ezr,,,,,,,,,,,,,,,,,,,
Kif18b,,,,,,,,,,,,,,,,,,,
Kif18b,,,,,,,,,,,,,,,,,,,
Kif18b,,,,,,,,,,,,,,,,,,,
Pcnp,,,,,,,,,,,,,,,,,,,
Spout1,,,,,,,,,,,,,,,,,,,
Kank2,,,,,,,,,,,,,,,,,,,
Kank2,,,,,,,,,,,,,,,,,,,
Nae1,,,,,,,,,,,,,,,,,,,
Nae1,,,,,,,,,,,,,,,,,,,
Wrap73,,,,,,,,,,,,,,,,,,,
Wrap73,,,,,,,,,,,,,,,,,,,
Maea,,,,,,,,,,,,,,,,,,,
Dact1,,,,,,,,,,,,,,,,,,,
Miip,,,,,,,,,,,,,,,,,,,
Cep164,,,,,,,,,,,,,,,,,,,
Cdc73,,,,,,,,,,,,,,,,,,,
Cdc73,,,,,,,,,,,,,,,,,,,
Cdc73,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Cdk5rap2,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Nbn,,,,,,,,,,,,,,,,,,,
Ptpa,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Prdm9,,,,,,,,,,,,,,,,,,,
Btn2a2,,,,,,,,,,,,,,,,,,,
Zfp369,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Rgcc,,,,,,,,,,,,,,,,,,,
Gm28510,,,,,,,,,,,,,,,,,,,
Cks2,,,,,,,,,,,,,,,,,,,
Cks2,,,,,,,,,,,,,,,,,,,
Cks2,,,,,,,,,,,,,,,,,,,
Cks2,,,,,,,,,,,,,,,,,,,
Myo19,,,,,,,,,,,,,,,,,,,
Mcph1,,,,,,,,,,,,,,,,,,,
Mcph1,,,,,,,,,,,,,,,,,,,
Mcph1,,,,,,,,,,,,,,,,,,,
Mcph1,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Bccip,,,,,,,,,,,,,,,,,,,
Anapc11,,,,,,,,,,,,,,,,,,,
Anapc11,,,,,,,,,,,,,,,,,,,
Reep3,,,,,,,,,,,,,,,,,,,
Reep3,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Sgo2a,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Rad21l,,,,,,,,,,,,,,,,,,,
Wdr62,,,,,,,,,,,,,,,,,,,
Wdr62,,,,,,,,,,,,,,,,,,,
Wdr62,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Fbxo43,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Ncaph2,,,,,,,,,,,,,,,,,,,
Tubd1,,,,,,,,,,,,,,,,,,,
1700028K03Rik,,,,,,,,,,,,,,,,,,,
1700028K03Rik,,,,,,,,,,,,,,,,,,,
Sfn,,,,,,,,,,,,,,,,,,,
Sfn,,,,,,,,,,,,,,,,,,,
E2f7,,,,,,,,,,,,,,,,,,,
E2f7,,,,,,,,,,,,,,,,,,,
E2f7,,,,,,,,,,,,,,,,,,,
E2f7,,,,,,,,,,,,,,,,,,,
E2f7,,,,,,,,,,,,,,,,,,,
Dlg1,,,,,,,,,,,,,,,,,,,
Dlg1,,,,,,,,,,,,,,,,,,,
Susd2,,,,,,,,,,,,,,,,,,,
Mus81,,,,,,,,,,,,,,,,,,,
Mus81,,,,,,,,,,,,,,,,,,,
Lrrcc1,,,,,,,,,,,,,,,,,,,
Cdc5l,,,,,,,,,,,,,,,,,,,
Cdc5l,,,,,,,,,,,,,,,,,,,
Cdk10,,,,,,,,,,,,,,,,,,,
Dach1,,,,,,,,,,,,,,,,,,,
Tuba1b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Cdc14b,,,,,,,,,,,,,,,,,,,
Nedd1,,,,,,,,,,,,,,,,,,,
Tubb1,,,,,,,,,,,,,,,,,,,
Tubb1,,,,,,,,,,,,,,,,,,,
Hus1,,,,,,,,,,,,,,,,,,,
Hus1,,,,,,,,,,,,,,,,,,,
Hus1,,,,,,,,,,,,,,,,,,,
Hus1,,,,,,,,,,,,,,,,,,,
Hus1,,,,,,,,,,,,,,,,,,,
Pcm1,,,,,,,,,,,,,,,,,,,
Pcm1,,,,,,,,,,,,,,,,,,,
Anapc16,,,,,,,,,,,,,,,,,,,
Rara,,,,,,,,,,,,,,,,,,,
Tubg2,,,,,,,,,,,,,,,,,,,
Tubg2,,,,,,,,,,,,,,,,,,,
Tubg2,,,,,,,,,,,,,,,,,,,
Tubg2,,,,,,,,,,,,,,,,,,,
Cep135,,,,,,,,,,,,,,,,,,,
Cep135,,,,,,,,,,,,,,,,,,,
Gsk3b,,,,,,,,,,,,,,,,,,,
Kif13a,,,,,,,,,,,,,,,,,,,
Kif13a,,,,,,,,,,,,,,,,,,,
Tnks,,,,,,,,,,,,,,,,,,,
Tnks,,,,,,,,,,,,,,,,,,,
Tnks,,,,,,,,,,,,,,,,,,,
Hfm1,,,,,,,,,,,,,,,,,,,
Hfm1,,,,,,,,,,,,,,,,,,,
Hfm1,,,,,,,,,,,,,,,,,,,
Cib1,,,,,,,,,,,,,,,,,,,
Cib1,,,,,,,,,,,,,,,,,,,
Pebp1,,,,,,,,,,,,,,,,,,,
Nek4,,,,,,,,,,,,,,,,,,,
Nek4,,,,,,,,,,,,,,,,,,,
Hus1b,,,,,,,,,,,,,,,,,,,
Hus1b,,,,,,,,,,,,,,,,,,,
Hus1b,,,,,,,,,,,,,,,,,,,
Hus1b,,,,,,,,,,,,,,,,,,,
Usp39,,,,,,,,,,,,,,,,,,,
Top2b,,,,,,,,,,,,,,,,,,,
Top2b,,,,,,,,,,,,,,,,,,,
Top2b,,,,,,,,,,,,,,,,,,,
Top2a,,,,,,,,,,,,,,,,,,,
Top2a,,,,,,,,,,,,,,,,,,,
Top2a,,,,,,,,,,,,,,,,,,,
Top2a,,,,,,,,,,,,,,,,,,,
Top2a,,,,,,,,,,,,,,,,,,,
Neurod1,,,,,,,,,,,,,,,,,,,
Fbxl8,,,,,,,,,,,,,,,,,,,
Fbxl8,,,,,,,,,,,,,,,,,,,
Rcbtb1,,,,,,,,,,,,,,,,,,,
Tubgcp3,,,,,,,,,,,,,,,,,,,
Tubgcp3,,,,,,,,,,,,,,,,,,,
Tubgcp3,,,,,,,,,,,,,,,,,,,
Timp2,,,,,,,,,,,,,,,,,,,
Knl1,,,,,,,,,,,,,,,,,,,
Knl1,,,,,,,,,,,,,,,,,,,
Knl1,,,,,,,,,,,,,,,,,,,
Sfrp1,,,,,,,,,,,,,,,,,,,
Tgm1,,,,,,,,,,,,,,,,,,,
Tgfb2,,,,,,,,,,,,,,,,,,,
Tgfb2,,,,,,,,,,,,,,,,,,,
Tgfb1,,,,,,,,,,,,,,,,,,,
Tgfb1,,,,,,,,,,,,,,,,,,,
Tgfb1,,,,,,,,,,,,,,,,,,,
Tgfb1,,,,,,,,,,,,,,,,,,,
Tgfb1,,,,,,,,,,,,,,,,,,,
Tgfa,,,,,,,,,,,,,,,,,,,
Tgfa,,,,,,,,,,,,,,,,,,,
Ccdc57,,,,,,,,,,,,,,,,,,,
Ccdc57,,,,,,,,,,,,,,,,,,,
Ccdc57,,,,,,,,,,,,,,,,,,,
Lep,,,,,,,,,,,,,,,,,,,
Lep,,,,,,,,,,,,,,,,,,,
Ckap2,,,,,,,,,,,,,,,,,,,
Ckap2,,,,,,,,,,,,,,,,,,,
Ube2e2,,,,,,,,,,,,,,,,,,,
Wdr6,,,,,,,,,,,,,,,,,,,
Wdr6,,,,,,,,,,,,,,,,,,,
Cep152,,,,,,,,,,,,,,,,,,,
Cep152,,,,,,,,,,,,,,,,,,,
Cep152,,,,,,,,,,,,,,,,,,,
Ccny,,,,,,,,,,,,,,,,,,,
Ccny,,,,,,,,,,,,,,,,,,,
Ccny,,,,,,,,,,,,,,,,,,,
Ccny,,,,,,,,,,,,,,,,,,,
Ccny,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Hormad1,,,,,,,,,,,,,,,,,,,
Rps6,,,,,,,,,,,,,,,,,,,
Rps6,,,,,,,,,,,,,,,,,,,
Rps6,,,,,,,,,,,,,,,,,,,
Casp8ap2,,,,,,,,,,,,,,,,,,,
Macroh2a1,,,,,,,,,,,,,,,,,,,
Macroh2a1,,,,,,,,,,,,,,,,,,,
Insm1,,,,,,,,,,,,,,,,,,,
Insm1,,,,,,,,,,,,,,,,,,,
Insm1,,,,,,,,,,,,,,,,,,,
Klhl22,,,,,,,,,,,,,,,,,,,
Klhl22,,,,,,,,,,,,,,,,,,,
Klhl22,,,,,,,,,,,,,,,,,,,
Klhl22,,,,,,,,,,,,,,,,,,,
Pmf1,,,,,,,,,,,,,,,,,,,
Mtus1,,,,,,,,,,,,,,,,,,,
Tubgcp2,,,,,,,,,,,,,,,,,,,
Tubgcp2,,,,,,,,,,,,,,,,,,,
Tubgcp2,,,,,,,,,,,,,,,,,,,
Riok2,,,,,,,,,,,,,,,,,,,
Septin14,,,,,,,,,,,,,,,,,,,
Septin14,,,,,,,,,,,,,,,,,,,
Hace1,,,,,,,,,,,,,,,,,,,
Sptbn1,,,,,,,,,,,,,,,,,,,
Ahctf1,,,,,,,,,,,,,,,,,,,
Ahctf1,,,,,,,,,,,,,,,,,,,
Sox4,,,,,,,,,,,,,,,,,,,
Sox2,,,,,,,,,,,,,,,,,,,
Sox15,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Spdya,,,,,,,,,,,,,,,,,,,
Septin10,,,,,,,,,,,,,,,,,,,
Septin10,,,,,,,,,,,,,,,,,,,
Bub3,,,,,,,,,,,,,,,,,,,
Bub3,,,,,,,,,,,,,,,,,,,
Bub3,,,,,,,,,,,,,,,,,,,
Bub3,,,,,,,,,,,,,,,,,,,
Bub3,,,,,,,,,,,,,,,,,,,
Ensa,,,,,,,,,,,,,,,,,,,
Tasor,,,,,,,,,,,,,,,,,,,
Rack1,,,,,,,,,,,,,,,,,,,
Rack1,,,,,,,,,,,,,,,,,,,
Mcm3,,,,,,,,,,,,,,,,,,,
Mcm3,,,,,,,,,,,,,,,,,,,
Mcm3,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Tubg1,,,,,,,,,,,,,,,,,,,
Meis2,,,,,,,,,,,,,,,,,,,
Klhdc3,,,,,,,,,,,,,,,,,,,
Msh2,,,,,,,,,,,,,,,,,,,
Msh2,,,,,,,,,,,,,,,,,,,
Msh2,,,,,,,,,,,,,,,,,,,
Pak4,,,,,,,,,,,,,,,,,,,
Rps27l,,,,,,,,,,,,,,,,,,,
Prdm5,,,,,,,,,,,,,,,,,,,
Il12a,,,,,,,,,,,,,,,,,,,
Il10,,,,,,,,,,,,,,,,,,,
Mapk4,,,,,,,,,,,,,,,,,,,
Mapre3,,,,,,,,,,,,,,,,,,,
Mapre3,,,,,,,,,,,,,,,,,,,
Mapre3,,,,,,,,,,,,,,,,,,,
Iffo1,,,,,,,,,,,,,,,,,,,
Pds5b,,,,,,,,,,,,,,,,,,,
Pds5b,,,,,,,,,,,,,,,,,,,
Pds5b,,,,,,,,,,,,,,,,,,,
Marf1,,,,,,,,,,,,,,,,,,,
Marf1,,,,,,,,,,,,,,,,,,,
Rbbp8,,,,,,,,,,,,,,,,,,,
Rbbp8,,,,,,,,,,,,,,,,,,,
Rbbp8,,,,,,,,,,,,,,,,,,,
Drd3,,,,,,,,,,,,,,,,,,,
Drd3,,,,,,,,,,,,,,,,,,,
Drd2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Abraxas2,,,,,,,,,,,,,,,,,,,
Poc5,,,,,,,,,,,,,,,,,,,
Klhl13,,,,,,,,,,,,,,,,,,,
Klhl13,,,,,,,,,,,,,,,,,,,
Rad50,,,,,,,,,,,,,,,,,,,
Rad50,,,,,,,,,,,,,,,,,,,
Rad50,,,,,,,,,,,,,,,,,,,
Rad50,,,,,,,,,,,,,,,,,,,
Rad50,,,,,,,,,,,,,,,,,,,
Mapk1,,,,,,,,,,,,,,,,,,,
Eif4ebp1,,,,,,,,,,,,,,,,,,,
Eif4ebp1,,,,,,,,,,,,,,,,,,,
Arhgef2,,,,,,,,,,,,,,,,,,,
Arhgef2,,,,,,,,,,,,,,,,,,,
Calm2,,,,,,,,,,,,,,,,,,,
Esrrb,,,,,,,,,,,,,,,,,,,
Esrrb,,,,,,,,,,,,,,,,,,,
Adam17,,,,,,,,,,,,,,,,,,,
Adam17,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Incenp,,,,,,,,,,,,,,,,,,,
Spry1,,,,,,,,,,,,,,,,,,,
Mis18bp1,,,,,,,,,,,,,,,,,,,
Fzd9,,,,,,,,,,,,,,,,,,,
Gm5168,,,,,,,,,,,,,,,,,,,
Hcfc1,,,,,,,,,,,,,,,,,,,
Fmn2,,,,,,,,,,,,,,,,,,,
Fmn2,,,,,,,,,,,,,,,,,,,
Fmn2,,,,,,,,,,,,,,,,,,,
Fmn2,,,,,,,,,,,,,,,,,,,
Fmn2,,,,,,,,,,,,,,,,,,,
Dctn3,,,,,,,,,,,,,,,,,,,
Dctn3,,,,,,,,,,,,,,,,,,,
Dctn3,,,,,,,,,,,,,,,,,,,
Togaram1,,,,,,,,,,,,,,,,,,,
Pcnt,,,,,,,,,,,,,,,,,,,
Pcnt,,,,,,,,,,,,,,,,,,,
Gm21258,,,,,,,,,,,,,,,,,,,
Snd1,,,,,,,,,,,,,,,,,,,
Irf6,,,,,,,,,,,,,,,,,,,
Hyal1,,,,,,,,,,,,,,,,,,,
Slc6a4,,,,,,,,,,,,,,,,,,,
Ranbp1,,,,,,,,,,,,,,,,,,,
Ranbp1,,,,,,,,,,,,,,,,,,,
Ranbp1,,,,,,,,,,,,,,,,,,,
Mcidas,,,,,,,,,,,,,,,,,,,
Mcidas,,,,,,,,,,,,,,,,,,,
Mcidas,,,,,,,,,,,,,,,,,,,
Champ1,,,,,,,,,,,,,,,,,,,
Champ1,,,,,,,,,,,,,,,,,,,
Champ1,,,,,,,,,,,,,,,,,,,
Champ1,,,,,,,,,,,,,,,,,,,
Gm21865,,,,,,,,,,,,,,,,,,,
Hsp90ab1,,,,,,,,,,,,,,,,,,,
Hsp90ab1,,,,,,,,,,,,,,,,,,,
Hsp90ab1,,,,,,,,,,,,,,,,,,,
Hspa1a,,,,,,,,,,,,,,,,,,,
Hspa2,,,,,,,,,,,,,,,,,,,
Hspa2,,,,,,,,,,,,,,,,,,,
Hspa2,,,,,,,,,,,,,,,,,,,
Hsf1,,,,,,,,,,,,,,,,,,,
Hsf1,,,,,,,,,,,,,,,,,,,
Hsf1,,,,,,,,,,,,,,,,,,,
Tnfaip3,,,,,,,,,,,,,,,,,,,
Foxk1,,,,,,,,,,,,,,,,,,,
Foxm1,,,,,,,,,,,,,,,,,,,
Foxm1,,,,,,,,,,,,,,,,,,,
Foxm1,,,,,,,,,,,,,,,,,,,
Foxm1,,,,,,,,,,,,,,,,,,,
Hras,,,,,,,,,,,,,,,,,,,
Foxa1,,,,,,,,,,,,,,,,,,,
Foxa1,,,,,,,,,,,,,,,,,,,
Foxa1,,,,,,,,,,,,,,,,,,,
Rttn,,,,,,,,,,,,,,,,,,,
Rttn,,,,,,,,,,,,,,,,,,,
Foxc1,,,,,,,,,,,,,,,,,,,
Foxg1,,,,,,,,,,,,,,,,,,,
Foxg1,,,,,,,,,,,,,,,,,,,
Foxg1,,,,,,,,,,,,,,,,,,,
Ythdf2,,,,,,,,,,,,,,,,,,,
Angel2,,,,,,,,,,,,,,,,,,,
Senp5,,,,,,,,,,,,,,,,,,,
Spc24,,,,,,,,,,,,,,,,,,,
Anp32b,,,,,,,,,,,,,,,,,,,
Anp32b,,,,,,,,,,,,,,,,,,,
Xlr5c,,,,,,,,,,,,,,,,,,,
Ern1,,,,,,,,,,,,,,,,,,,
Pml,,,,,,,,,,,,,,,,,,,
Pml,,,,,,,,,,,,,,,,,,,
Pml,,,,,,,,,,,,,,,,,,,
Pml,,,,,,,,,,,,,,,,,,,
Pml,,,,,,,,,,,,,,,,,,,
Cenpk,,,,,,,,,,,,,,,,,,,
H2ax,,,,,,,,,,,,,,,,,,,
H2ax,,,,,,,,,,,,,,,,,,,
H2ax,,,,,,,,,,,,,,,,,,,
Cdc27,,,,,,,,,,,,,,,,,,,
Cdc27,,,,,,,,,,,,,,,,,,,
Cdc27,,,,,,,,,,,,,,,,,,,
Llgl1,,,,,,,,,,,,,,,,,,,
Asns,,,,,,,,,,,,,,,,,,,
Afap1l2,,,,,,,,,,,,,,,,,,,
Afap1l2,,,,,,,,,,,,,,,,,,,
Tet2,,,,,,,,,,,,,,,,,,,
Tada3,,,,,,,,,,,,,,,,,,,
Opn1mw,,,,,,,,,,,,,,,,,,,
Lin54,,,,,,,,,,,,,,,,,,,
Eml1,,,,,,,,,,,,,,,,,,,
Git1,,,,,,,,,,,,,,,,,,,
Ppp2r3d,,,,,,,,,,,,,,,,,,,
Septin7,,,,,,,,,,,,,,,,,,,
Septin7,,,,,,,,,,,,,,,,,,,
Septin7,,,,,,,,,,,,,,,,,,,
Cdk7,,,,,,,,,,,,,,,,,,,
Ube2b,,,,,,,,,,,,,,,,,,,
Ube2b,,,,,,,,,,,,,,,,,,,
Ube2b,,,,,,,,,,,,,,,,,,,
Usp9x,,,,,,,,,,,,,,,,,,,
Id3,,,,,,,,,,,,,,,,,,,
Terf1,,,,,,,,,,,,,,,,,,,
Terf1,,,,,,,,,,,,,,,,,,,
Gm20911,,,,,,,,,,,,,,,,,,,
Haus3,,,,,,,,,,,,,,,,,,,
Haus3,,,,,,,,,,,,,,,,,,,
Haus3,,,,,,,,,,,,,,,,,,,
Haus3,,,,,,,,,,,,,,,,,,,
Haus3,,,,,,,,,,,,,,,,,,,
Mitd1,,,,,,,,,,,,,,,,,,,
Mitd1,,,,,,,,,,,,,,,,,,,
Mitd1,,,,,,,,,,,,,,,,,,,
Fap,,,,,,,,,,,,,,,,,,,
Fap,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Plk3,,,,,,,,,,,,,,,,,,,
Tardbp,,,,,,,,,,,,,,,,,,,
Gm21488,,,,,,,,,,,,,,,,,,,
Anapc13,,,,,,,,,,,,,,,,,,,
Nudt6,,,,,,,,,,,,,,,,,,,
Eml3,,,,,,,,,,,,,,,,,,,
Eml3,,,,,,,,,,,,,,,,,,,
Anapc10,,,,,,,,,,,,,,,,,,,
Mcts1,,,,,,,,,,,,,,,,,,,
Prr11,,,,,,,,,,,,,,,,,,,
Prr11,,,,,,,,,,,,,,,,,,,
Igf2,,,,,,,,,,,,,,,,,,,
Igf1r,,,,,,,,,,,,,,,,,,,
Igf1r,,,,,,,,,,,,,,,,,,,
Igf1r,,,,,,,,,,,,,,,,,,,
Igf1,,,,,,,,,,,,,,,,,,,
Rint1,,,,,,,,,,,,,,,,,,,
Rint1,,,,,,,,,,,,,,,,,,,
Gm10488,,,,,,,,,,,,,,,,,,,
Ctc1,,,,,,,,,,,,,,,,,,,
Gm10230,,,,,,,,,,,,,,,,,,,
Arhgef10,,,,,,,,,,,,,,,,,,,
Arhgef10,,,,,,,,,,,,,,,,,,,
Arhgef10,,,,,,,,,,,,,,,,,,,
Bap1,,,,,,,,,,,,,,,,,,,
Ttc28,,,,,,,,,,,,,,,,,,,
Ttc28,,,,,,,,,,,,,,,,,,,
Ttc28,,,,,,,,,,,,,,,,,,,
Rab11fip3,,,,,,,,,,,,,,,,,,,
Rab11fip3,,,,,,,,,,,,,,,,,,,
Rab11fip3,,,,,,,,,,,,,,,,,,,
